user_id,task_id,solved,num_tries,user_solution
11,8,t,7,"{""0"":true,""1"":false,""2"":true,""3"":true,""4"":false,""5"":false,""6"":true}"
11,10,f,1,"{""0"":""42 undefine""}"
11,10,f,2,"{""0"":""42 undefine""}"
11,10,f,3,"{""0"":""42 undefine""}"
11,10,t,4,"{""0"":""42 undefined""}"
11,11,f,1,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined""}"
11,11,f,2,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined""}"
11,11,f,3,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined""}"
11,11,t,4,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined"",""5"":""null""}"
11,12,t,1,"{""0"":""0"",""1"":""5"",""2"":""1""}"
11,13,t,1,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":true}"
12,1,t,1,"{""0"":true}"
12,2,t,1,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":true}"
12,3,t,1,"{""0"":false,""1"":false,""2"":true}"
12,1,t,2,"{""0"":true}"
12,1,t,3,"{""0"":true}"
12,1,t,4,"{""0"":true}"
12,6,t,1,"alert(`Das hier ist eine Alert Box`);

return 0;"
12,4,t,1,"{""0"":false,""1"":true,""2"":false}"
9,4,t,1,"{""0"":false,""1"":true,""2"":false}"
9,5,t,1,"

return 0;"
9,6,t,1,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,1,f,1,"{""0"":false}"
13,1,t,2,"{""0"":true}"
13,2,f,1,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":false}"
13,2,t,2,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":true}"
13,3,f,1,"{""0"":false,""1"":true,""2"":false}"
13,3,t,2,"{""0"":false,""1"":false,""2"":true}"
13,4,f,1,"{""0"":false,""1"":false,""2"":true}"
13,4,f,2,"{""0"":true,""1"":false,""2"":false}"
13,4,f,3,"{""0"":true,""1"":false,""2"":true}"
13,4,t,4,"{""0"":false,""1"":true,""2"":false}"
13,5,f,1,"
Blödsinn

Mehrzeiliger
Blödsinn
return 0;"
13,5,f,2,"
//Blödsinn

Mehrzeiliger
Blödsinn
return 0;"
13,5,t,3,"
//Blödsinn
/*
Mehrzeiliger
Blödsinn
*/
return 0;"
13,6,f,1,"alert(`Das hier ist eine Alert Box`);
a
return 0;"
13,6,f,2,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,3,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,4,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,5,"alert(`Das hier ist eine Alert Box`);
a
return 0;"
13,6,f,6,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,7,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,8,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,9,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,10,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,11,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,12,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,13,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,14,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,15,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,16,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,17,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,t,18,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,6,f,19,"alert(`Das hier ist eine Alert Box`);
a
return 0;"
13,6,t,20,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,7,f,1,"{

}
v=2;
return v;"
13,7,t,2,"{
var v;
}
v=2;
return v;"
13,7,t,3,"{
var v;
}
v=2;
return v;"
13,8,f,1,"{""0"":true,""1"":false,""2"":true,""3"":true,""4"":false,""5"":false,""6"":false}"
13,8,t,2,"{""0"":true,""1"":false,""2"":true,""3"":true,""4"":false,""5"":false,""6"":true}"
13,9,f,1,"{""0"":false,""1"":false,""2"":false}"
13,9,f,2,"{""0"":false,""1"":true,""2"":false}"
13,9,t,3,"{""0"":true,""1"":true,""2"":false}"
13,10,f,1,"{""0"":""42 9""}"
13,10,f,2,"{""0"":""42 undefinde""}"
13,10,t,3,"{""0"":""42 undefined""}"
13,11,f,1,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined"",""5"":""undefined""}"
13,11,t,2,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined"",""5"":""null""}"
13,12,t,1,"{""0"":""0"",""1"":""5"",""2"":""1""}"
13,13,f,1,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":false}"
13,13,t,2,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":true}"
13,15,f,1,"{""0"":""This"",""1"":""is"",""2"":""This is one message"",""3"":""This is a message!"",""4"":""4""}"
13,15,t,2,"{""0"":""This"",""1"":""is"",""2"":""This is one message"",""3"":""This is a message!"",""4"":""5""}"
13,14,f,1,"undefined
return '\'JS ist ""toll""!\' wirkt sarkastischer als ""JS ist \'toll\'!"" ';
undefined"
13,14,t,2,"undefined
return '\'JS ist ""toll""!\' wirkt sarkastischer als ""JS ist \'toll\'!""';
undefined"
13,16,f,1,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d.charAt(0);
a[0].toUpperCase();
a[4].toUpperCase();
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,16,f,2,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d[0];
a[0].toUpperCase();
a[4].toUpperCase();
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,16,f,3,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d.charAt(1);
a = a[0].toUpperCase() + a.subString(1,3) + a[4].toUpperCase() + a.subString(5,9);
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,16,f,4,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d.charAt(1);
a = a[0].toUpperCase() + a.substring(1,3) + a[4].toUpperCase() + a.substring(5,9);
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,16,f,5,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d.charAt(1);
a = a[0].toUpperCase() + a.substring(1,3) + a[4].toUpperCase() + a.substring(5,10);
c = c.toLowerCas();
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,16,f,6,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d.charAt(1);
a = a[0].toUpperCase() + a.substring(1,3) + a[4].toUpperCase() + a.substring(5,10);
c = c.toLowerCase();
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,16,t,7,"let a = 'javascript';
let c = 'EVER';
let d = '<3';
d = d.charAt(1);
a = a[0].toUpperCase() + a.substring(1,4) + a[4].toUpperCase() + a.substring(5,10);
c = c.toLowerCase();
let b = parseInt(d) + 1; // parseInt() wandelt einen String zu einer number/int
return a + ' ' + b +' ' + c + ' <' + d;"
13,17,t,1,"{""0"":""c""}"
13,18,f,1,"{""0"":""a""}"
13,18,t,2,"{""0"":""b""}"
13,19,f,1,"{""0"":""1""}"
13,19,f,2,"{""0"":""2""}"
13,19,f,3,"{""0"":""3""}"
13,19,f,4,"{""0"":""8""}"
13,19,t,5,"{""0"":""10""}"
13,20,f,1,"{""0"":""4""}"
13,20,f,2,"{""0"":""7""}"
13,20,f,3,"{""0"":""10""}"
13,20,t,4,"{""0"":""6""}"
13,21,f,1,"{""0"":""3""}"
13,21,t,2,"{""0"":""4""}"
13,22,f,1,"{""0"":""4""}"
13,22,f,2,"{""0"":""0""}"
13,22,f,3,"{""0"":""2""}"
13,22,f,4,"{""0"":""4""}"
13,22,t,5,"{""0"":""3""}"
13,22,t,6,"{""0"":""3""}"
13,22,f,7,"{""0"":""1""}"
13,22,f,8,"{""0"":""2""}"
13,22,f,9,"{""0"":""6""}"
13,22,t,10,"{""0"":""3""}"
13,23,f,1,"{""0"":""0""}"
13,23,f,2,"{""0"":""1""}"
13,23,f,3,"{""0"":""4""}"
13,23,t,4,"{""0"":""6""}"
13,24,f,1,"{""0"":""1""}"
13,24,f,2,"{""0"":""1""}"
13,24,f,3,"{""0"":""1""}"
13,24,f,4,"{""0"":""1""}"
13,24,t,5,"{""0"":""3""}"
13,25,f,1,"{""0"":""1""}"
13,25,f,2,"{""0"":""1""}"
13,25,f,3,"{""0"":""1""}"
13,25,f,4,"{""0"":""1""}"
13,25,t,5,"{""0"":""2""}"
13,26,f,1,{}
13,26,f,2,{}
13,26,f,3,{}
13,26,f,4,{}
13,26,t,5,"{""0"":""4""}"
13,27,f,1,{}
13,27,f,2,{}
13,27,f,3,{}
13,27,f,4,{}
13,27,f,5,{}
13,27,t,6,"{""0"":""2""}"
13,28,f,1,"{""0"":""3""}"
13,28,f,2,"{""0"":""2""}"
13,28,f,3,"{""0"":""2""}"
13,28,t,4,"{""0"":""1""}"
13,29,t,1,"{""0"":""2"",""1"":""A"",""2"":""A"",""3"":""A""}"
13,30,f,1,"let arr = [1,2,3,5,6,7,9,10,11,12,13]
for (let i = 0; i < arr.length; i++){
	if(arr[i] % 2 !== 0){
		arr[i].pop();
	}

return arr;"
13,30,f,2,"let arr = [1,2,3,5,6,7,9,10,11,12,13]
for (let i = 0; i < arr.length; i++){
	if(arr[i] % 2 !== 0){
		arr[i].pop();
	}

return arr;"
13,30,f,3,"let arr = [1,2,3,5,6,7,9,10,11,12,13]
for (let i = 0; i < arr.length; i++){
	if(arr[i] % 2 !== 0){
		arr[i].pop();
	}

return arr;"
13,30,f,4,"let arr = [1,2,3,5,6,7,9,10,11,12,13]
for (let i = 0; i < arr.length; i++){
	if(arr[i] % 2 !== 0){
		arr[i].pop();
	}
}
return arr;"
13,30,t,5,"let arr = [1,2,3,5,6,7,9,10,11,12,13]
let arr2 = []
for (let i = 0; i < arr.length; i++){
	if(arr[i] % 2 == 0){
		arr2.push(arr[i]);
	}
}
arr = arr2;
return arr;"
13,31,f,1,"function compare(a,b){
if(a < b) {
	return 1;
}
else if(b == a) {
	return 0;
}
return 1;
}
let arr = [9,3,2,6,4,5];
return arr.sort(compare);"
13,31,f,2,"function compare(a,b){
if(a < b) {
	return 1;
}
else if(b == a) {
	return 0;
}
return -1;
}
let arr = [9,3,2,6,4,5];
return arr.sort(compare);"
13,31,f,3,"function compare(a,b){
if(a < b) {
	return 1;
}
else if(b == a) {
	return 0;
}
return -1;
}
let arr = [9,3,2,6,4,5];
return arr.sort(compare);"
13,31,t,4,"function compare(a,b){
if(a < b) {
	return -1;
}
else if(b == a) {
	return 0;
}
return 1;
}
let arr = [9,3,2,6,4,5];
return arr.sort(compare);"
13,1,t,3,"{""0"":true}"
13,2,t,3,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":true}"
13,3,t,3,"{""0"":false,""1"":false,""2"":true}"
13,4,t,5,"{""0"":false,""1"":true,""2"":false}"
13,5,t,4,"

return 0;"
13,6,t,21,"alert(`Das hier ist eine Alert Box`);

return 0;"
13,7,t,4,"{
return 2;
}
v=2;
return v;"
13,8,f,3,"{""0"":true,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":true}"
13,8,t,4,"{""0"":true,""1"":false,""2"":true,""3"":true,""4"":false,""5"":false,""6"":true}"
13,9,t,4,"{""0"":true,""1"":true,""2"":false}"
13,10,t,4,"{""0"":""42 undefined""}"
13,11,t,3,"{""0"":""number"",""1"":""string"",""2"":""number"",""3"":""boolean"",""4"":""undefined"",""5"":""null""}"
13,13,t,3,"{""0"":true,""1"":false,""2"":false,""3"":true,""4"":true}"
